STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,citizen,Country of citizenship,sex,Sex,applicant,Applicant type,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2017-06,,1080,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2017-07,,1215,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2017-08,,1140,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2017-09,,1130,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2017-10,,1085,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2017-11,,1095,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2017-12,,1125,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2018-01,,1285,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2018-02,,1055,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2018-03,,1175,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2018-04,,1185,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2018-05,,1305,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2018-06,,1110,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2018-07,,1625,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2018-08,,1735,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2018-09,,1815,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2018-10,,1770,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2018-11,,1545,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2018-12,,1550,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2019-01,,1530,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2019-02,,1375,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2019-03,,1520,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2019-04,,1530,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2019-05,,1375,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2019-06,,1395,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2019-07,,1560,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2019-08,,1420,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2019-09,,1565,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2019-10,,1635,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2019-11,,1560,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2019-12,,1595,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2020-01,,1615,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2020-02,,1200,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2020-03,,795,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2020-04,,220,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2020-05,,260,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2020-06,,605,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2020-07,,1080,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2020-08,,1190,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2020-09,,1290,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2020-10,,1270,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2020-11,,1100,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2020-12,,1125,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2021-01,,830,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2021-02,,740,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2021-03,,905,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2021-04,,770,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2021-05,,840,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2021-06,,1245,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2021-07,,1685,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2021-08,,2175,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2021-09,,2955,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2021-10,,3250,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2021-11,,2880,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2021-12,,1960,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2022-01,,1590,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2022-02,,1350,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2022-03,,2225,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2022-04,,1730,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2022-05,,2005,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2022-06,,2090,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2022-07,,2215,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2022-08,,2960,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2022-09,,3590,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2022-10,,3335,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2022-11,,3330,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2022-12,,2115,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2023-01,,1990,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2023-02,,1750,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2023-03,,1800,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2023-04,,1920,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2023-05,,2000,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2023-06,,2360,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2023-07,,2785,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2023-08,,2610,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2023-09,,2910,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2023-10,,4005,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2023-11,,3245,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2023-12,,2925,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2024-01,,2625,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2024-02,,2050,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2024-03,,2400,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2024-04,,2270,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2024-05,,2215,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2024-06,,1605,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2024-07,,2030,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2024-08,,2030,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2024-09,,2330,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2024-10,,2140,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2024-11,,1810,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2024-12,,1650,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2025-01,,1245,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2025-02,,1155,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2025-03,,1005,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2025-04,,1145,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2025-05,,1395,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2025-06,,1555,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),M,Males,TOTAL,Total,TOTAL,Total,NL,Netherlands,2025-07,,1625,,,,,
